new_column3,new_column2,new_column,no_8x8dct,no_cabac,no_deblock,no_fast_pskip,no_mbtree,no_mixed_refs,no_weightb,performance
4.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,38.458
1.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,137.97
2.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,73.36
3.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,50.77
4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,22.452
1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,80.744
2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,42.962
3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,29.42
4.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,28.516
1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,104.454
2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,55.582
3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,38.086
4.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,37.512
1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,137.304
2.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,72.72
3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,49.73
4.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,23.148
1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,81.224
2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,43.346
3.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,30.318
4.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,29.544
1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,105.398
2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,56.236
3.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,38.588
4.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,37.964
1.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,138.17
2.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,72.896
3.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,50.36
4.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,23.552
1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,81.676
2.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,43.926
3.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,30.772
4.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,30.104
1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,105.714
2.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,56.534
3.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,39.186
4.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,38.614
1.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,138.57
2.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,73.794
3.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,50.856
4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,22.254
1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,80.862
2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,42.99
3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,29.428
4.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,31.72
1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,115.876
2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,61.658
3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,43.0
4.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,43.44
1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,157.142
2.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,83.266
3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,58.09
4.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,22.878
1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,81.248
2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,43.632
3.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,29.938
4.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,32.492
1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,116.638
2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,62.026
3.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,43.66
4.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,43.38
1.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,157.648
2.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,83.862
3.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,58.42
4.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,23.61
1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,81.732
2.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,44.27
3.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,30.706
4.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,32.798
1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,116.944
2.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,62.422
3.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,43.912
4.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,43.952
1.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,158.034
2.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,84.054
3.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,58.88
4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,22.312
1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,80.742
2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,42.96
3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,29.396
4.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.748
1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,115.818
2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,61.57
3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,43.18
4.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,42.776
1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,157.302
2.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,83.468
3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,57.95
4.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,22.874
1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,81.224
2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,43.466
3.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.1
4.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,32.322
1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,116.494
2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,62.318
3.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,43.586
4.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,43.528
1.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,158.004
2.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,83.894
3.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,58.88
4.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,23.864
1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,81.656
2.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,44.676
3.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.808
4.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,33.148
1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,117.062
2.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,62.928
3.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,44.022
4.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,44.528
1.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,158.636
2.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,84.506
3.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,59.162
4.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,25.064
1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,94.018
2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,49.768
3.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,33.55
4.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,33.41
1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,124.814
2.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,65.968
3.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,45.816
4.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,44.68
1.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,164.684
2.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,87.586
3.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,61.482
4.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,25.258
1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,93.946
2.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,49.876
3.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,33.706
4.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,33.676
1.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,124.784
2.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,66.324
3.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,45.87
4.0,3.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,44.586
1.0,3.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,164.852
2.0,3.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,87.728
3.0,3.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,61.584
4.0,1.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,25.256
1.0,1.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,94.08
2.0,1.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,49.77
3.0,1.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,33.568
4.0,2.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,33.618
1.0,2.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,124.922
2.0,2.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,66.036
3.0,2.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,45.66
4.0,3.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,44.618
1.0,3.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,164.926
2.0,3.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,87.736
3.0,3.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,61.4
4.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,24.974
1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,93.768
2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,49.424
3.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,33.448
4.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,33.372
1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,124.16
2.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,66.038
3.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,45.818
4.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,44.446
1.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,164.088
2.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,87.574
3.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,61.282
4.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,24.838
1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,93.486
2.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,49.316
3.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,33.48
4.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,33.394
1.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,124.088
2.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,66.98
3.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,45.652
4.0,3.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,44.53
1.0,3.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,163.91
2.0,3.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,87.52
3.0,3.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,61.424
4.0,1.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,24.834
1.0,1.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,93.538
2.0,1.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,49.524
3.0,1.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,33.502
4.0,2.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,33.11
1.0,2.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,124.208
2.0,2.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,65.806
3.0,2.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,45.686
4.0,3.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,44.486
1.0,3.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,164.092
2.0,3.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,87.552
3.0,3.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,61.528
4.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,25.088
1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,94.132
2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,49.694
3.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,33.744
4.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,38.124
1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,141.05
2.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,74.9
3.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,53.28
4.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,52.84
1.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,193.722
2.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,103.722
3.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,74.976
4.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,25.184
1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,93.892
2.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,49.666
3.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,33.59
4.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,38.242
1.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,141.066
2.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,74.972
3.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,53.392
4.0,3.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,53.078
1.0,3.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,193.77
2.0,3.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,103.88
3.0,3.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,74.728
4.0,1.0,3.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,25.296
1.0,1.0,3.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,93.932
2.0,1.0,3.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,49.93
3.0,1.0,3.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,33.614
4.0,2.0,3.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,38.302
1.0,2.0,3.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,141.166
2.0,2.0,3.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,75.18
3.0,2.0,3.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,53.66
4.0,3.0,3.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,52.754
1.0,3.0,3.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,193.792
2.0,3.0,3.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,104.038
3.0,3.0,3.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,74.856
4.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,25.03
1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,93.582
2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,49.426
3.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,33.462
4.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,38.178
1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,140.368
2.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,74.62
3.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,53.388
4.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,52.318
1.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,192.712
2.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,103.514
3.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,74.722
4.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,24.902
1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,93.5
2.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,49.428
3.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,33.396
4.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,38.044
1.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,140.008
2.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,74.744
3.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,53.456
4.0,3.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,52.758
1.0,3.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,192.562
2.0,3.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,103.458
3.0,3.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,74.578
4.0,1.0,3.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,24.868
1.0,1.0,3.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,93.496
2.0,1.0,3.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,49.312
3.0,1.0,3.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,33.554
4.0,2.0,3.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,37.944
1.0,2.0,3.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,140.09
2.0,2.0,3.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,74.582
3.0,2.0,3.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,53.436
4.0,3.0,3.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,52.51
1.0,3.0,3.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,192.686
2.0,3.0,3.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,103.716
3.0,3.0,3.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,74.742
4.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,23.536
1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,84.902
2.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,45.48
3.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,31.018
4.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,31.604
1.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,116.314
2.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,62.006
3.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,43.258
4.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,42.38
1.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,155.318
2.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,83.014
3.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,58.162
4.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,24.016
1.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,85.54
2.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,45.902
3.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,31.57
4.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,32.302
1.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,116.76
2.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,63.004
3.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,43.554
4.0,3.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,42.996
1.0,3.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,155.896
2.0,3.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,83.536
3.0,3.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,58.718
4.0,1.0,3.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,24.608
1.0,1.0,3.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,86.186
2.0,1.0,3.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,46.284
3.0,1.0,3.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,32.0
4.0,2.0,3.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,32.942
1.0,2.0,3.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,117.306
2.0,2.0,3.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,62.69
3.0,2.0,3.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,44.108
4.0,3.0,3.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,43.494
1.0,3.0,3.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,156.336
2.0,3.0,3.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,83.902
3.0,3.0,3.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,59.158
4.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,23.242
1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,85.196
2.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,45.212
3.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,31.1
4.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,31.596
1.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,115.71
2.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,61.722
3.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,43.108
4.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,42.338
1.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,154.916
2.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,83.208
3.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,58.194
4.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,24.09
1.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,85.608
2.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,46.02
3.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,31.782
4.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,32.554
1.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,116.47
2.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,62.37
3.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,43.85
4.0,3.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,42.996
1.0,3.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,155.414
2.0,3.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,83.398
3.0,3.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,58.736
